episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
544,-506.83,-505.87,-0.96,6,1741.8
545,992.62,993.72,-1.10,26,1742.6
546,999.94,997.09,2.85,28,1743.5
547,991.73,991.44,0.29,45,1744.9
548,988.42,990.78,-2.36,29,1745.9
549,989.83,992.32,-2.49,24,1746.7
550,999.97,997.58,2.39,23,1747.4
551,978.57,983.95,-5.38,28,1748.3
552,991.37,991.08,0.29,38,1749.5
553,992.13,993.76,-1.63,22,1750.2
554,991.08,993.86,-2.78,19,1750.8
555,986.34,989.38,-3.03,31,1751.8
556,-506.69,-506.11,-0.57,8,1752.1
557,992.56,993.81,-1.25,23,1752.8
558,992.82,994.32,-1.51,23,1753.6
559,989.71,992.22,-2.51,26,1754.4
560,990.27,991.17,-0.89,31,1755.4
561,998.07,994.67,3.40,33,1756.5
562,990.16,992.25,-2.09,27,1757.4
563,987.25,990.27,-3.02,30,1758.4
564,983.07,985.39,-2.31,45,1759.9
565,990.30,992.27,-1.97,26,1760.8
566,987.50,989.63,-2.13,35,1761.9
567,988.79,991.32,-2.54,27,1762.7
568,984.37,989.28,-4.91,26,1763.6
569,988.20,990.83,-2.63,28,1764.5
570,993.14,993.62,-0.49,27,1765.4
571,985.32,988.56,-3.24,32,1766.5
572,989.62,991.49,-1.87,29,1767.4
573,976.67,979.65,-2.98,40,1768.8
574,994.05,994.82,-0.77,22,1769.5
575,994.28,994.67,-0.39,23,1770.3
576,991.74,994.12,-2.37,20,1771.0
577,991.34,992.27,-0.93,26,1771.8
578,989.24,991.47,-2.24,27,1772.7
579,988.43,991.40,-2.97,30,1773.6
580,977.44,981.52,-4.07,36,1774.7
581,1002.09,997.89,4.20,32,1775.8
582,986.78,989.28,-2.50,37,1777.1
583,992.79,993.87,-1.08,25,1777.9
584,993.21,993.79,-0.58,26,1778.7
585,989.86,992.31,-2.45,24,1779.5
586,989.99,991.32,-1.33,29,1780.5
587,886.89,893.45,-6.56,100,1783.9
588,986.38,989.51,-3.12,30,1784.8
589,987.53,991.77,-4.24,21,1785.5
590,991.99,993.60,-1.62,24,1786.3
591,-508.79,-507.66,-1.13,11,1786.6
592,986.07,989.22,-3.15,31,1787.7
593,986.18,988.09,-1.91,31,1788.7
594,988.67,990.27,-1.61,35,1789.9
595,986.13,989.21,-3.08,32,1790.9
596,992.44,993.45,-1.01,26,1791.8
597,991.98,993.45,-1.47,25,1792.5
598,990.49,992.60,-2.11,24,1793.3
599,974.85,981.89,-7.04,39,1794.6
600,992.91,993.91,-1.00,25,1795.4
601,986.80,990.53,-3.73,28,1796.3
602,991.12,993.51,-2.39,24,1797.0
603,980.68,985.32,-4.64,38,1798.2
604,987.42,990.38,-2.96,24,1799.0
605,991.14,992.64,-1.50,26,1799.9
606,987.92,990.30,-2.39,34,1801.1
607,981.58,984.50,-2.91,21,1801.8
608,986.34,988.73,-2.39,33,1802.8
609,991.16,992.92,-1.76,26,1803.6
610,987.87,991.45,-3.58,23,1804.4
611,986.53,989.40,-2.87,34,1805.5
612,982.14,985.95,-3.81,42,1806.9
613,985.76,989.55,-3.79,27,1807.8
614,994.45,995.30,-0.85,21,1808.6
615,991.78,993.21,-1.42,24,1809.3
616,994.17,994.39,-0.22,25,1810.1
617,986.29,988.51,-2.22,27,1811.0
618,1000.40,997.07,3.33,29,1812.0
619,-506.70,-506.12,-0.58,14,1812.4
620,993.37,992.41,0.96,34,1813.5
621,991.91,993.19,-1.28,24,1814.3
622,993.99,994.82,-0.83,24,1815.1
623,982.32,986.61,-4.29,43,1816.5
624,992.74,993.94,-1.20,22,1817.2
625,986.70,988.80,-2.10,29,1818.1
626,985.94,988.49,-2.56,27,1819.0
627,988.77,991.59,-2.82,28,1819.9
628,986.77,989.66,-2.90,33,1821.1
