episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
478,985.12,988.31,-3.18,36,2298.3
479,986.06,988.59,-2.53,39,2299.5
480,985.46,989.67,-4.20,28,2300.3
481,986.02,990.71,-4.69,23,2301.0
482,949.71,957.21,-7.50,77,2303.3
483,988.07,991.24,-3.17,29,2304.1
484,988.57,990.31,-1.74,39,2305.3
485,972.13,977.91,-5.78,51,2306.8
486,991.54,992.01,-0.47,28,2307.7
487,988.37,991.30,-2.93,26,2308.4
488,984.65,989.96,-5.32,25,2309.2
489,942.56,960.30,-17.74,68,2311.2
490,991.00,993.05,-2.05,24,2311.9
491,971.41,978.24,-6.83,57,2313.6
492,991.20,992.70,-1.50,28,2314.5
493,990.25,992.74,-2.50,26,2315.2
494,991.12,992.62,-1.50,30,2316.1
495,985.58,988.51,-2.93,39,2317.2
496,988.99,991.26,-2.27,28,2318.0
497,993.20,994.10,-0.90,26,2318.9
498,989.35,991.72,-2.37,28,2319.7
499,977.21,980.05,-2.84,47,2321.2
500,991.73,993.43,-1.70,25,2322.0
501,976.39,981.21,-4.82,47,2323.3
502,983.48,986.44,-2.97,34,2324.4
503,992.10,993.73,-1.63,23,2325.1
504,988.04,991.10,-3.06,31,2326.0
505,-503.55,-503.08,-0.47,4,2326.1
506,991.57,993.39,-1.83,28,2326.9
507,955.00,965.79,-10.80,75,2329.1
508,989.79,991.33,-1.53,34,2330.1
509,838.86,842.57,-3.71,165,2335.0
510,990.68,992.85,-2.17,25,2335.8
511,986.82,989.84,-3.02,36,2336.9
512,972.45,978.23,-5.78,40,2338.0
513,992.98,993.72,-0.74,26,2338.7
514,974.90,981.22,-6.32,47,2340.1
515,979.60,984.52,-4.92,38,2341.2
516,977.12,985.20,-8.08,32,2342.1
517,981.84,987.07,-5.23,31,2343.1
518,987.32,990.41,-3.09,34,2344.1
519,976.26,983.49,-7.23,36,2345.2
520,979.32,984.50,-5.18,40,2346.3
521,989.66,992.40,-2.74,24,2347.1
522,990.51,992.34,-1.83,27,2347.9
523,984.51,987.56,-3.05,45,2349.1
524,986.99,988.87,-1.88,42,2350.4
525,978.84,982.50,-3.66,31,2351.3
526,986.27,988.86,-2.59,36,2352.3
527,-507.10,-506.12,-0.99,11,2352.6
528,991.11,992.45,-1.34,32,2353.6
529,991.67,992.28,-0.61,22,2354.3
530,978.28,983.51,-5.24,45,2355.6
531,986.52,990.18,-3.66,27,2356.4
532,984.04,986.71,-2.68,43,2357.6
533,774.34,797.37,-23.03,166,2362.6
534,987.59,991.23,-3.64,26,2363.3
535,948.76,952.93,-4.17,66,2365.3
536,981.00,985.90,-4.90,36,2366.4
537,995.36,996.05,-0.69,20,2367.0
538,-260.11,-203.48,-56.64,801,2390.6
539,980.42,986.55,-6.13,31,2391.5
540,990.18,991.79,-1.61,33,2392.5
541,984.74,987.14,-2.39,28,2393.4
542,989.46,991.96,-2.50,30,2394.3
543,989.27,992.42,-3.15,22,2394.9
544,-506.59,-505.75,-0.84,6,2395.1
545,992.55,993.40,-0.86,29,2396.0
546,997.66,994.46,3.20,35,2397.0
547,989.82,992.17,-2.35,26,2397.8
548,979.32,985.58,-6.25,34,2398.8
549,991.10,992.76,-1.66,26,2399.5
550,992.71,993.55,-0.85,24,2400.3
551,991.22,992.59,-1.37,33,2401.3
552,982.26,985.54,-3.28,46,2402.6
553,989.97,992.24,-2.27,26,2403.4
554,991.07,993.45,-2.38,23,2404.1
555,989.97,991.61,-1.64,29,2404.9
556,989.89,992.17,-2.28,30,2405.8
557,990.51,992.51,-2.00,25,2406.5
558,953.95,961.58,-7.63,51,2408.1
559,988.89,991.32,-2.43,28,2408.9
560,984.61,987.86,-3.24,34,2409.9
561,898.62,908.19,-9.58,85,2412.5
562,988.40,990.64,-2.24,36,2413.6
563,971.29,981.81,-10.51,38,2414.7
564,984.65,986.45,-1.80,32,2415.6
565,917.82,916.58,1.24,89,2418.1
566,980.42,985.66,-5.24,30,2419.0
567,916.16,922.24,-6.07,85,2421.5
568,990.23,991.67,-1.44,28,2422.3
569,977.82,983.16,-5.34,41,2423.5
570,-509.62,-508.56,-1.06,13,2423.9
571,995.94,993.79,2.14,35,2425.0
572,977.46,984.90,-7.43,35,2426.0
573,986.08,989.57,-3.49,32,2426.9
574,993.90,994.82,-0.92,22,2427.6
575,993.18,994.08,-0.90,25,2428.3
576,991.71,994.01,-2.31,21,2429.0
577,991.91,993.01,-1.10,28,2429.9
578,960.65,963.15,-2.50,56,2431.6
579,995.20,994.33,0.87,35,2432.7
580,989.76,989.64,0.13,32,2433.6
581,990.46,992.32,-1.86,27,2434.3
582,-509.27,-508.16,-1.11,12,2434.7
583,993.89,994.43,-0.54,24,2435.4
584,987.93,990.03,-2.09,31,2436.4
585,990.96,992.45,-1.49,27,2437.2
586,982.92,987.17,-4.25,44,2438.4
587,977.93,983.74,-5.81,40,2439.7
588,847.15,837.42,9.74,172,2444.8
589,991.73,993.72,-2.00,21,2445.4
590,972.57,973.69,-1.12,73,2447.6
591,980.74,984.09,-3.35,36,2448.7
592,984.36,987.90,-3.53,36,2449.8
593,984.84,986.65,-1.81,33,2450.8
594,987.41,989.86,-2.44,32,2451.7
595,984.44,987.58,-3.14,37,2452.9
596,982.90,988.50,-5.60,26,2453.7
597,989.25,990.93,-1.68,31,2454.6
598,890.73,895.96,-5.23,91,2457.3
599,984.15,987.17,-3.01,38,2458.5
600,984.59,988.64,-4.05,32,2459.4
601,990.20,991.90,-1.70,31,2460.4
602,993.63,994.64,-1.01,22,2461.1
603,977.21,979.99,-2.77,42,2462.4
