episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
367,-505.38,-504.71,-0.67,8,981.6
368,978.46,982.46,-4.00,54,983.0
369,985.32,986.78,-1.46,48,984.2
370,1015.26,1005.15,10.11,25,984.9
371,985.72,989.69,-3.98,30,985.6
372,979.97,984.33,-4.36,43,986.8
373,990.63,992.37,-1.73,27,987.5
374,981.01,983.38,-2.37,59,989.0
375,990.33,992.20,-1.88,28,989.7
376,988.27,990.45,-2.18,34,990.7
377,987.03,989.82,-2.79,33,991.5
378,976.03,983.13,-7.10,40,992.5
379,972.72,977.08,-4.36,47,993.7
380,984.41,987.22,-2.81,28,994.5
381,976.66,980.79,-4.14,42,995.6
382,993.96,994.03,-0.07,23,996.2
383,989.77,992.23,-2.47,24,996.8
384,991.86,992.91,-1.06,29,997.6
385,992.38,993.58,-1.20,27,998.3
386,986.00,987.65,-1.65,43,999.3
387,989.31,992.40,-3.09,24,999.9
388,986.84,988.94,-2.10,42,1001.0
389,987.02,986.77,0.25,39,1001.9
390,991.36,992.29,-0.93,31,1002.7
391,807.97,805.24,2.73,183,1007.4
392,985.98,989.31,-3.34,31,1008.3
393,992.29,993.72,-1.43,25,1008.9
394,989.25,991.69,-2.44,29,1009.7
395,966.91,969.51,-2.60,47,1010.9
396,969.56,976.00,-6.44,66,1012.6
397,984.01,984.66,-0.66,40,1013.7
398,976.92,980.14,-3.22,61,1015.3
399,913.84,926.94,-13.10,78,1017.3
400,970.72,978.95,-8.23,46,1018.4
401,987.53,989.00,-1.48,41,1019.5
402,986.15,989.85,-3.71,30,1020.3
403,990.37,992.43,-2.06,27,1021.0
404,990.95,992.27,-1.32,34,1021.9
405,988.33,991.22,-2.89,27,1022.6
406,985.47,988.40,-2.93,44,1023.7
407,983.76,988.52,-4.75,33,1024.6
408,991.03,993.07,-2.04,23,1025.2
409,988.14,991.58,-3.44,24,1025.7
410,990.75,992.55,-1.81,27,1026.4
411,985.74,988.47,-2.73,39,1027.5
412,987.26,989.68,-2.42,32,1028.3
413,985.04,987.34,-2.30,26,1029.0
414,987.63,990.99,-3.36,27,1029.7
415,992.29,994.05,-1.76,21,1030.2
416,991.80,993.20,-1.40,26,1030.9
417,991.40,991.98,-0.58,28,1031.6
418,990.83,993.21,-2.38,22,1032.2
419,985.57,988.01,-2.44,44,1033.4
420,977.89,980.60,-2.71,58,1034.8
421,991.89,992.58,-0.69,34,1035.8
422,980.23,984.55,-4.32,33,1036.7
423,992.63,993.98,-1.34,25,1037.3
424,986.13,989.68,-3.55,30,1038.1
425,992.79,994.10,-1.31,23,1038.6
426,989.28,991.67,-2.39,28,1039.4
427,990.86,992.05,-1.18,31,1040.2
428,986.98,990.38,-3.40,30,1041.0
429,986.87,988.61,-1.75,40,1042.1
430,991.67,993.39,-1.73,23,1042.6
431,986.91,989.19,-2.28,35,1043.6
432,988.64,990.45,-1.80,39,1044.6
433,-504.20,-503.62,-0.58,5,1044.7
434,985.98,989.09,-3.11,35,1045.7
435,981.80,984.65,-2.85,47,1046.9
436,984.84,988.06,-3.21,37,1047.8
437,982.76,986.89,-4.13,33,1048.6
438,983.30,988.34,-5.04,31,1049.4
439,992.32,993.82,-1.50,27,1050.1
440,981.72,985.39,-3.67,42,1051.2
441,988.63,990.46,-1.83,35,1052.1
442,970.27,968.00,2.27,53,1053.5
443,992.16,993.45,-1.30,27,1054.2
444,987.91,988.97,-1.06,24,1054.9
445,988.78,991.13,-2.35,29,1055.6
446,974.65,978.02,-3.38,35,1056.5
447,-504.53,-504.01,-0.52,6,1056.7
448,1009.98,1002.38,7.60,23,1057.2
449,989.03,991.67,-2.64,28,1058.0
450,1003.84,998.35,5.49,26,1058.7
451,-505.46,-505.07,-0.38,5,1058.8
452,989.91,992.08,-2.17,25,1059.4
453,981.36,984.84,-3.48,47,1060.6
454,991.91,992.61,-0.70,32,1061.4
455,985.97,987.33,-1.36,25,1062.0
456,988.27,991.06,-2.79,32,1062.8
457,974.71,983.97,-9.26,29,1063.6
458,977.60,980.67,-3.07,36,1064.6
459,983.71,988.33,-4.62,35,1065.5
460,985.59,990.15,-4.56,29,1066.2
461,970.42,976.43,-6.01,41,1067.3
462,980.85,982.32,-1.47,29,1068.1
